time,"FAMA_MAMA_daily_close_[0.25, 0.25]","MAMA_daily_close_[0.25, 0.25]",Company
2021-06-22,104.4802,103.8993,ABT
2021-06-21,104.5632,103.8377,ABT
2021-06-18,104.6668,103.6054,ABT
2021-06-17,104.8184,103.6428,ABT
2021-06-16,104.9864,103.2861,ABT
2021-06-15,105.2293,103.3015,ABT
2021-06-14,105.5047,103.2126,ABT
2021-06-11,105.8321,103.0721,ABT
2021-06-10,106.2264,103.0631,ABT
2021-06-09,106.6783,102.9759,ABT
2021-06-08,107.2072,103.2037,ABT
2021-06-07,107.7791,103.867,ABT
2021-06-04,108.338,104.0948,ABT
2021-06-03,108.9442,104.6205,ABT
2021-06-02,109.5618,105.3496,ABT
2021-06-01,110.1636,107.0408,ABT
2021-05-28,110.6097,109.6429,ABT
2021-05-27,110.7478,109.7167,ABT
2021-05-26,110.8951,110.1152,ABT
2021-05-25,111.0066,110.3151,ABT
2021-05-24,111.1053,110.0657,ABT
2021-05-21,111.2539,110.0803,ABT
2021-05-20,111.4215,110.1497,ABT
2021-05-19,111.6032,110.0328,ABT
2021-05-18,111.8275,110.321,ABT
2021-05-17,112.0428,110.5176,ABT
2021-05-14,112.2606,110.8548,ABT
2021-05-13,112.4615,110.8134,ABT
2021-05-12,112.6969,111.0272,ABT
2021-05-11,112.9354,111.6562,ABT
2021-05-10,113.1182,111.857,ABT
2021-05-07,113.2983,111.9528,ABT
2021-05-06,113.4906,112.0774,ABT
2021-05-05,113.6924,112.2935,ABT
2021-05-04,113.8923,112.6692,ABT
2021-05-03,114.067,113.4734,ABT
2021-04-30,114.1518,113.9235,ABT
2021-04-29,114.1845,114.3516,ABT
2021-04-28,114.1606,114.6316,ABT
2021-04-27,114.0933,114.8674,ABT
2021-04-26,113.9827,115.1036,ABT
2021-04-23,113.8226,115.1434,ABT
2021-04-22,113.6339,114.9683,ABT
2021-04-21,113.4432,114.6753,ABT
2021-04-20,113.2672,114.5661,ABT
2021-04-19,113.0817,115.2335,ABT
2021-04-16,112.7743,114.7068,ABT
2021-04-15,112.4982,114.0609,ABT
2021-04-14,112.275,113.328,ABT
2021-04-13,112.1245,113.1136,ABT
2021-04-12,111.9832,112.4975,ABT
2021-04-09,111.9098,112.2898,ABT
2021-04-08,111.8555,112.0565,ABT
2021-04-07,111.8268,112.0943,ABT
2021-04-06,111.7885,112.0419,ABT
2021-04-05,111.7523,112.0156,ABT
2021-04-01,111.7147,112.0149,ABT
2021-03-31,111.6718,112.3005,ABT
2021-03-30,111.582,112.401,ABT
2021-03-29,111.465,112.5629,ABT
2021-03-26,111.3082,112.0063,ABT
2021-03-25,111.2085,111.314,ABT
2021-03-24,111.1934,111.3317,ABT
2021-03-23,111.1736,111.6762,ABT
2021-03-22,111.1018,111.3661,ABT
2021-03-19,111.0641,110.6473,ABT
2021-03-18,111.1236,110.0689,ABT
2021-03-17,111.2743,109.9645,ABT
2021-03-16,111.4614,109.9778,ABT
2021-03-15,111.6734,109.8087,ABT
2021-03-12,111.9397,109.6207,ABT
2021-03-11,112.271,109.8029,ABT
2021-03-10,112.6236,109.7935,ABT
2021-03-09,113.0279,110.292,ABT
2021-03-08,113.4188,110.7011,ABT
2021-03-05,113.807,111.5799,ABT
2021-03-04,114.1252,112.247,ABT
2021-03-03,114.3935,113.5228,ABT
2021-03-02,114.5179,114.2362,ABT
2021-03-01,114.5581,114.1439,ABT
2021-02-26,114.6173,114.1205,ABT
2021-02-25,114.6882,114.8463,ABT
2021-02-24,114.6656,115.2533,ABT
2021-02-23,114.5817,115.5468,ABT
2021-02-22,114.4438,116.4303,ABT
2021-02-19,114.16,117.0631,ABT
2021-02-18,113.7453,117.7541,ABT
2021-02-17,113.1726,117.9373,ABT
2021-02-16,112.492,117.6114,ABT
2021-02-12,111.7606,116.9339,ABT
2021-02-11,111.0216,115.9651,ABT
2021-02-10,110.3154,115.1064,ABT
2021-02-09,109.6309,114.4443,ABT
2021-02-08,108.9433,113.6051,ABT
2021-02-05,108.2773,112.6888,ABT
2021-02-04,107.6471,111.6134,ABT
2021-02-03,107.0805,111.5159,ABT
2021-02-02,106.4469,111.2365,ABT
2021-02-01,105.7627,110.8576,ABT
2021-01-29,105.0348,109.636,ABT
2021-01-28,104.3775,107.68,ABT
2021-01-27,103.9057,106.069,ABT
2021-01-26,103.5967,105.8212,ABT
2021-01-25,103.2789,105.3538,ABT
2021-01-22,102.9825,104.7337,ABT
2021-01-21,102.7323,104.4925,ABT
2021-01-20,102.4808,104.1367,ABT
2021-01-19,102.2443,103.681,ABT
2021-01-15,102.039,103.1731,ABT
2021-01-14,101.877,102.8915,ABT
2021-01-13,101.7321,102.9085,ABT
2021-01-12,101.564,102.4162,ABT
2021-01-11,101.4423,102.7868,ABT
2021-01-08,101.2502,102.6603,ABT
2021-01-07,101.0487,102.2528,ABT
2021-01-06,100.8767,101.8056,ABT
2021-01-05,100.744,101.5414,ABT
2021-01-04,100.6301,101.1177,ABT
2020-12-31,100.5605,100.9717,ABT
2020-12-30,100.5017,100.659,ABT
2020-12-29,100.4792,100.568,ABT
2020-12-28,100.4666,100.4806,ABT
2020-12-24,100.4645,100.5318,ABT
2020-12-23,100.4549,100.4262,ABT
2020-12-22,100.4591,100.5646,ABT
2020-12-21,100.444,100.4917,ABT
2020-12-18,100.4372,100.4534,ABT
2020-12-17,100.4348,100.1294,ABT
2020-12-16,100.4785,99.7563,ABT
2020-12-15,100.5816,99.7056,ABT
2020-12-14,100.7068,99.6038,ABT
2020-12-11,100.8644,99.6729,ABT
2020-12-10,101.0346,99.6937,ABT
2020-12-09,101.2261,99.8765,ABT
2020-12-08,101.4189,100.1823,ABT
2020-12-07,101.5956,100.4412,ABT
2020-12-04,101.7605,100.6684,ABT
2020-12-03,101.9165,100.7479,ABT
2020-12-02,102.0835,100.9688,ABT
2020-12-01,102.2427,101.071,ABT
2020-11-30,102.4101,101.1017,ABT
2020-11-27,102.597,101.2264,ABT
2020-11-25,102.7928,101.5789,ABT
2020-11-24,102.9662,102.4243,ABT
2020-11-23,103.0436,103.1791,ABT
2020-11-20,103.0242,103.6705,ABT
2020-11-19,102.9319,103.8232,ABT
2020-11-18,102.8046,103.9925,ABT
2020-11-17,102.6349,104.6,ABT
2020-11-16,102.3542,104.3892,ABT
2020-11-13,102.0634,103.9188,ABT
2020-11-12,101.7984,103.6237,ABT
2020-11-11,101.5376,103.4318,ABT
2020-11-10,101.267,102.9589,ABT
2020-11-09,101.0253,102.8991,ABT
2020-11-06,100.7576,103.2599,ABT
2020-11-05,100.4002,102.1805,ABT
2020-11-04,100.1458,101.0174,ABT
2020-11-03,100.0213,100.087,ABT
2020-11-02,100.0119,99.4578,ABT
2020-10-30,100.0911,99.2642,ABT
2020-10-29,100.2092,99.7413,ABT
2020-10-28,100.2761,100.4116,ABT
2020-10-27,100.2567,100.8647,ABT
2020-10-26,100.1699,100.7987,ABT
2020-10-23,100.0801,100.5805,ABT
2020-10-22,100.0086,100.6649,ABT
2020-10-21,99.9148,100.2531,ABT
2020-10-20,99.8665,100.8054,ABT
2020-10-19,99.7324,100.788,ABT
2020-10-16,99.5816,100.864,ABT
2020-10-15,99.3983,100.4596,ABT
2020-10-14,99.2467,100.6495,ABT
2020-10-13,99.0464,100.7693,ABT
2020-10-12,98.8002,100.8487,ABT
2020-10-09,98.5076,100.1257,ABT
2020-10-08,98.2764,99.5948,ABT
2020-10-07,98.0881,99.23,ABT
2020-10-06,97.925,98.9911,ABT
2020-10-05,97.7726,99.1333,ABT
2020-10-02,97.5783,98.6086,ABT
2020-10-01,97.4311,98.5459,ABT
2020-09-30,97.2718,97.8006,ABT
2020-09-29,97.1963,96.7482,ABT
2020-09-28,97.2603,96.4705,ABT
2020-09-25,97.3731,96.3322,ABT
2020-09-24,97.5218,96.4538,ABT
2020-09-23,97.6744,97.3984,ABT
2020-09-22,97.7138,98.0981,ABT
2020-09-21,97.6589,98.391,ABT
2020-09-18,97.5543,98.4259,ABT
2020-09-17,97.4298,98.1911,ABT
2020-09-16,97.3211,97.9398,ABT
2020-09-15,97.2327,97.9016,ABT
2020-09-14,97.1372,97.5785,ABT
2020-09-11,97.0741,97.423,ABT
2020-09-10,97.0243,97.5218,ABT
2020-09-09,96.9532,97.8699,ABT
2020-09-08,96.8222,97.7744,ABT
2020-09-04,96.6862,98.5654,ABT
2020-09-03,96.4178,99.212,ABT
2020-09-02,96.0186,99.6504,ABT
2020-09-01,95.4997,99.026,ABT
2020-08-31,94.996,99.087,ABT
2020-08-28,94.4116,98.2654,ABT
2020-08-27,93.861,96.7619,ABT
2020-08-26,93.4466,94.6025,ABT
2020-08-25,93.2815,94.228,ABT
2020-08-24,93.1463,93.9513,ABT
2020-08-21,93.0313,93.9163,ABT
2020-08-20,92.9048,93.5574,ABT
2020-08-19,92.8116,93.317,ABT
2020-08-18,92.7394,93.352,ABT
2020-08-17,92.6519,93.2503,ABT
2020-08-14,92.5664,93.1919,ABT
2020-08-13,92.4771,93.3368,ABT
2020-08-12,92.3542,93.1867,ABT
2020-08-11,92.2353,93.1256,ABT
2020-08-10,92.1081,93.536,ABT
2020-08-07,91.9042,93.78,ABT
2020-08-06,91.6362,93.7375,ABT
2020-08-05,91.336,93.52,ABT
2020-08-04,91.024,93.1093,ABT
2020-08-03,90.7261,93.2452,ABT
2020-07-31,90.3662,93.1944,ABT
2020-07-30,89.9622,93.1391,ABT
2020-07-29,89.5084,92.7901,ABT
2020-07-28,89.0396,92.0187,ABT
2020-07-27,88.614,91.8126,ABT
2020-07-24,88.157,91.4977,ABT
2020-07-23,87.6798,91.3994,ABT
2020-07-22,87.1484,90.6901,ABT
2020-07-21,86.6424,89.9391,ABT
2020-07-20,86.1715,89.5563,ABT
2020-07-17,85.6879,88.7707,ABT
2020-07-16,85.2475,87.6706,ABT
2020-07-15,84.9014,87.0852,ABT
2020-07-14,84.5894,86.2025,ABT
2020-07-13,84.359,85.6162,ABT
2020-07-10,84.1794,85.4783,ABT
2020-07-09,83.9938,85.3098,ABT
2020-07-08,83.8058,84.8911,ABT
2020-07-07,83.6508,84.6687,ABT
2020-07-06,83.5054,84.409,ABT
2020-07-02,83.3763,83.9057,ABT
2020-07-01,83.3007,83.4625,ABT
2020-06-30,83.2776,83.0534,ABT
2020-06-29,83.3096,82.5726,ABT
2020-06-26,83.4149,82.6771,ABT
2020-06-25,83.5203,82.9088,ABT
2020-06-24,83.6076,82.9374,ABT
2020-06-23,83.7034,83.6901,ABT
2020-06-22,83.7053,83.4616,ABT
2020-06-19,83.7401,83.4527,ABT
2020-06-18,83.7811,83.3361,ABT
2020-06-17,83.8447,83.3038,ABT
2020-06-16,83.9219,83.0697,ABT
2020-06-15,84.0437,83.115,ABT
2020-06-12,84.1764,83.2338,ABT
2020-06-11,84.311,83.5556,ABT
2020-06-10,84.4189,84.3666,ABT
2020-06-09,84.4264,84.0987,ABT
2020-06-08,84.4732,84.3237,ABT
2020-06-05,84.4946,83.9182,ABT
2020-06-04,84.5769,84.2094,ABT
2020-06-03,84.6294,85.0935,ABT
2020-06-02,84.5631,85.302,ABT
2020-06-01,84.4576,85.2041,ABT
2020-05-29,84.3509,84.9535,ABT
2020-05-28,84.2649,84.031,ABT
2020-05-27,84.2983,83.6697,ABT
2020-05-26,84.3881,83.6007,ABT
2020-05-22,84.5005,83.9031,ABT
2020-05-21,84.5859,83.6932,ABT
2020-05-20,84.7134,83.7461,ABT
2020-05-19,84.8516,83.909,ABT
2020-05-18,84.9863,84.7022,ABT
2020-05-15,85.0268,85.1283,ABT
2020-05-14,85.0123,85.8136,ABT
2020-05-13,84.8979,86.1451,ABT
2020-05-12,84.7197,86.47,ABT
2020-05-11,84.4697,86.3979,ABT
2020-05-08,84.1942,85.6026,ABT
2020-05-07,83.993,85.2723,ABT
2020-05-06,83.8102,84.7425,ABT
2020-05-05,83.677,84.9326,ABT
2020-05-04,83.4977,84.5853,ABT
2020-05-01,83.3423,85.1081,ABT
2020-04-30,83.09,85.7989,ABT
2020-04-29,82.703,86.03,ABT
2020-04-28,82.2278,86.2795,ABT
2020-04-27,81.6489,86.8649,ABT
2020-04-24,80.9038,86.5702,ABT
2020-04-23,80.0943,86.4515,ABT
2020-04-22,79.1862,86.3302,ABT
2020-04-21,78.1656,85.6941,ABT
2020-04-20,77.0901,85.2864,ABT
2020-04-17,75.9192,83.526,ABT
2020-04-16,74.8325,81.7919,ABT
2020-04-15,73.8383,79.4828,ABT
2020-04-14,73.0319,77.9628,ABT
2020-04-13,72.3275,76.4906,ABT
2020-04-09,71.7328,75.6475,ABT
2020-04-08,71.1735,74.4651,ABT
2020-04-07,70.7033,73.223,ABT
2020-04-06,70.3434,72.4935,ABT
2020-04-03,70.0362,71.2753,ABT
2020-04-02,69.8592,70.6573,ABT
2020-04-01,69.7452,69.8365,ABT
2020-03-31,69.7321,69.6226,ABT
2020-03-30,69.7478,68.6195,ABT
2020-03-27,69.9089,67.1501,ABT
2020-03-26,70.303,66.6575,ABT
2020-03-25,70.8238,65.6171,ABT
2020-03-24,71.5677,65.7824,ABT
2020-03-23,72.3941,66.328,ABT
2020-03-20,73.2607,69.1633,ABT
2020-03-19,73.8461,71.3544,ABT
2020-03-18,74.202,72.2816,ABT
2020-03-17,74.4764,72.0574,ABT
2020-03-16,74.8219,71.688,ABT
2020-03-13,75.2696,72.9841,ABT
2020-03-12,75.5961,72.2608,ABT
2020-03-11,76.0726,73.4164,ABT
2020-03-10,76.4521,73.9295,ABT
2020-03-09,76.8124,73.7576,ABT
2020-03-06,77.2489,74.7127,ABT
2020-03-05,77.6112,74.538,ABT
2020-03-04,78.0502,74.6793,ABT
2020-03-03,78.5317,74.3861,ABT
2020-03-02,79.124,75.2531,ABT
2020-02-28,79.6769,75.2984,ABT
2020-02-27,80.3024,76.7641,ABT
2020-02-26,80.8079,78.0555,ABT
2020-02-25,81.2011,79.1117,ABT
2020-02-24,81.4996,80.5905,ABT
2020-02-21,81.6295,81.4883,ABT
2020-02-20,81.6497,81.8203,ABT
2020-02-19,81.6253,81.9529,ABT
2020-02-18,81.5785,81.8537,ABT
2020-02-14,81.5392,81.8687,ABT
2020-02-13,81.4921,81.6494,ABT
2020-02-12,81.4696,81.6576,ABT
2020-02-11,81.4427,81.6348,ABT
2020-02-10,81.4153,81.4879,ABT
2020-02-07,81.4049,81.5589,ABT
2020-02-06,81.3829,81.7854,ABT
2020-02-05,81.3254,81.5966,ABT
2020-02-04,81.2867,81.3173,ABT
2020-02-03,81.2823,81.3529,ABT
2020-01-31,81.2723,81.7593,ABT
2020-01-30,81.2027,82.2767,ABT
2020-01-29,81.0492,82.3468,ABT
2020-01-28,80.8639,82.4463,ABT
2020-01-27,80.6378,82.4564,ABT
2020-01-24,80.378,82.4544,ABT
2020-01-23,80.0814,82.2032,ABT
2020-01-22,79.7783,81.7671,ABT
2020-01-21,79.4942,80.8389,ABT
2020-01-17,79.302,80.2549,ABT
2020-01-16,79.1659,79.7001,ABT
2020-01-15,79.0896,79.1813,ABT
2020-01-14,79.0765,78.7657,ABT
2020-01-13,79.1209,78.7147,ABT
2020-01-10,79.179,78.9462,ABT
2020-01-09,79.2122,79.1815,ABT
2020-01-08,79.2166,79.1652,ABT
2020-01-07,79.2239,79.2138,ABT
2020-01-06,79.2254,79.3856,ABT
2020-01-03,79.2025,79.4679,ABT
2020-01-02,79.1646,79.7152,ABT
2019-12-31,79.0859,79.721,ABT
2019-12-30,78.9952,79.7562,ABT
2019-12-27,78.8865,79.8216,ABT
2019-12-26,78.7529,79.7254,ABT
2019-12-24,78.614,79.6338,ABT
2019-12-23,78.4683,79.5117,ABT
2019-12-20,78.3193,79.3275,ABT
2019-12-19,78.1752,79.2927,ABT
2019-12-18,78.0156,79.0355,ABT
2019-12-17,77.8699,78.8208,ABT
2019-12-16,77.734,78.4949,ABT
2019-12-13,77.6254,78.2621,ABT
2019-12-12,77.5344,77.9668,ABT
2019-12-11,77.4726,77.6893,ABT
2019-12-10,77.4417,77.6431,ABT
2019-12-09,77.4129,77.6885,ABT
2019-12-06,77.3735,77.9598,ABT
2019-12-05,77.2897,77.8296,ABT
2019-12-04,77.2126,77.7294,ABT
2019-12-03,77.1388,77.6141,ABT
2019-12-02,77.0709,77.7109,ABT
2019-11-29,76.9795,77.7941,ABT
2019-11-27,76.8631,77.6179,ABT
2019-11-26,76.7553,77.3921,ABT
2019-11-25,76.6643,77.091,ABT
2019-11-22,76.6033,76.9737,ABT
2019-11-21,76.5504,77.0464,ABT
2019-11-20,76.4796,77.1618,ABT
2019-11-19,76.3821,77.2514,ABT
2019-11-18,76.2579,77.2487,ABT
2019-11-15,76.1164,77.2542,ABT
2019-11-14,75.9539,76.8186,ABT
2019-11-13,75.8303,76.7235,ABT
2019-11-12,75.7027,76.5662,ABT
2019-11-11,75.5794,76.3198,ABT
2019-11-08,75.4736,76.1685,ABT
2019-11-07,75.3744,75.9728,ABT
2019-11-06,75.2889,75.8189,ABT
2019-11-05,75.2131,75.6961,ABT
2019-11-04,75.1441,75.7708,ABT
2019-11-01,75.0546,75.907,ABT
2019-10-31,74.9329,75.9541,ABT
2019-10-30,74.787,75.7268,ABT
2019-10-29,74.6527,75.3014,ABT
2019-10-28,74.56,74.9053,ABT
2019-10-25,74.5107,74.6186,ABT
2019-10-24,74.4953,74.5449,ABT
2019-10-23,74.4882,74.5352,ABT
2019-10-22,74.4815,74.5498,ABT
2019-10-21,74.4717,74.7922,ABT
2019-10-18,74.426,74.7764,ABT
2019-10-17,74.3759,74.407,ABT
2019-10-16,74.3715,74.0397,ABT
2019-10-15,74.4188,73.7333,ABT
2019-10-14,74.5168,73.2636,ABT
2019-10-11,74.6958,73.2974,ABT
2019-10-10,74.8956,73.4004,ABT
2019-10-09,75.1092,73.48,ABT
2019-10-08,75.3419,73.7808,ABT
2019-10-07,75.565,74.4832,ABT
2019-10-04,75.7195,74.6498,ABT
2019-10-03,75.8723,74.5829,ABT
2019-10-02,76.0565,74.7736,ABT
2019-10-01,76.2398,75.4966,ABT
2019-09-30,76.3459,75.7576,ABT
2019-09-27,76.43,75.5486,ABT
2019-09-26,76.5559,75.827,ABT
2019-09-25,76.6601,75.9485,ABT
2019-09-24,76.7617,76.0497,ABT
2019-09-23,76.8634,76.3125,ABT
2019-09-20,76.9421,76.4438,ABT
2019-09-19,77.0133,76.491,ABT
2019-09-18,77.0879,76.6605,ABT
2019-09-17,77.149,76.7616,ABT
2019-09-16,77.2043,76.9148,ABT
2019-09-13,77.2457,77.186,ABT
2019-09-12,77.2542,77.2706,ABT
2019-09-11,77.2518,77.0974,ABT
2019-09-10,77.2739,77.0765,ABT
2019-09-09,77.3021,77.4472,ABT
2019-09-06,77.2814,77.6341,ABT
2019-09-05,77.231,77.3295,ABT
2019-09-04,77.2169,76.9659,ABT
2019-09-03,77.2528,76.9924,ABT
2019-08-30,77.29,77.0764,ABT
2019-08-29,77.3205,76.805,ABT
2019-08-28,77.3942,76.5953,ABT
2019-08-27,77.5083,76.4982,ABT
2019-08-26,77.6526,76.5423,ABT
2019-08-23,77.8112,76.7623,ABT
2019-08-22,77.9611,77.4178,ABT
2019-08-21,78.0387,77.5492,ABT
2019-08-20,78.1086,77.5632,ABT
2019-08-19,78.1865,77.6914,ABT
2019-08-16,78.2572,77.552,ABT
2019-08-15,78.358,77.6035,ABT
2019-08-14,78.4658,77.9277,ABT
2019-08-13,78.5427,78.36,ABT
2019-08-12,78.5688,78.0386,ABT
2019-08-09,78.6445,78.2888,ABT
2019-08-08,78.6953,78.026,ABT
2019-08-07,78.7909,77.998,ABT
2019-08-06,78.9042,78.2529,ABT
2019-08-05,78.9972,78.5137,ABT
2019-08-02,79.0663,79.3787,ABT
2019-08-01,79.0217,79.7225,ABT
2019-07-31,78.9215,80.1019,ABT
2019-07-30,78.7529,80.2973,ABT
2019-07-29,78.5323,80.1896,ABT
2019-07-26,78.2955,79.973,ABT
2019-07-25,78.0559,79.9277,ABT
2019-07-24,77.7885,79.7912,ABT
2019-07-23,77.5024,79.4296,ABT
2019-07-22,77.2271,78.9019,ABT
2019-07-19,76.9878,78.4021,ABT
2019-07-18,76.7858,77.9122,ABT
2019-07-17,76.6248,77.1769,ABT
2019-07-16,76.546,76.8051,ABT
2019-07-15,76.5089,77.1006,ABT
2019-07-12,76.4244,77.2968,ABT
2019-07-11,76.2998,77.5248,ABT
2019-07-10,76.1248,77.3651,ABT
2019-07-09,75.9476,77.2704,ABT
2019-07-08,75.7586,77.1774,ABT
2019-07-05,75.556,77.108,ABT
2019-07-03,75.3342,76.9155,ABT
2019-07-02,75.1084,76.592,ABT
2019-07-01,74.8964,76.3699,ABT
2019-06-28,74.6859,76.2133,ABT
2019-06-27,74.4677,76.1226,ABT
2019-06-26,74.2313,76.126,ABT
2019-06-25,73.9606,76.3519,ABT
2019-06-24,73.619,76.265,ABT
2019-06-21,73.241,76.0067,ABT
2019-06-20,72.8459,75.5744,ABT
2019-06-19,72.4561,75.0161,ABT
2019-06-18,72.0904,74.4567,ABT
2019-06-17,71.7524,73.9866,ABT
2019-06-14,71.4332,73.7753,ABT
2019-06-13,71.0986,73.4419,ABT
2019-06-12,70.7638,72.9761,ABT
2019-06-11,70.4478,72.4582,ABT
2019-06-10,70.1606,72.0192,ABT
2019-06-07,69.8951,71.3885,ABT
2019-06-06,69.6817,70.7082,ABT
2019-06-05,69.5351,69.9981,ABT
2019-06-04,69.4689,69.4758,ABT
2019-06-03,69.468,69.1522,ABT
2019-05-31,69.5131,69.2514,ABT
2019-05-30,69.5505,69.2562,ABT
2019-05-29,69.5925,69.1444,ABT
2019-05-28,69.6565,69.2531,ABT
2019-05-24,69.7141,69.3858,ABT
2019-05-23,69.7611,69.1777,ABT
2019-05-22,69.8444,69.3096,ABT
2019-05-21,69.9208,69.2944,ABT
2019-05-20,70.0103,69.344,ABT
2019-05-17,70.1055,69.4888,ABT
2019-05-16,70.1935,69.6213,ABT
2019-05-15,70.2753,69.6069,ABT
2019-05-14,70.3708,69.6151,ABT
2019-05-13,70.4787,69.7715,ABT
2019-05-10,70.5798,70.1407,ABT
2019-05-09,70.6425,70.3449,ABT
2019-05-08,70.685,70.6264,ABT
2019-05-07,70.6934,71.0623,ABT
2019-05-06,70.6407,71.4343,ABT
2019-05-03,70.5273,71.2755,ABT
2019-05-02,70.4205,71.1789,ABT
2019-05-01,70.3121,71.0229,ABT
2019-04-30,70.2106,70.8271,ABT
2019-04-29,70.1225,70.3173,ABT
2019-04-26,70.0947,70.0287,ABT
2019-04-25,70.1041,69.556,ABT
2019-04-24,70.1824,69.0622,ABT
2019-04-23,70.3424,68.816,ABT
2019-04-22,70.5605,68.6848,ABT
2019-04-18,70.8285,68.9918,ABT
2019-04-17,71.0908,69.5801,ABT
2019-04-16,71.3066,70.6798,ABT
2019-04-15,71.3962,71.085,ABT
2019-04-12,71.4407,71.2857,ABT
2019-04-11,71.4628,71.3988,ABT
2019-04-10,71.4719,71.4952,ABT
2019-04-09,71.4686,71.4848,ABT
2019-04-08,71.4663,71.5615,ABT
2019-04-05,71.4527,71.7091,ABT
2019-04-04,71.4161,71.761,ABT
2019-04-03,71.3668,71.9449,ABT
2019-04-02,71.2842,71.9244,ABT
2019-04-01,71.1927,71.8608,ABT
2019-03-29,71.0973,71.764,ABT
2019-03-28,71.0021,71.5504,ABT
2019-03-27,70.9237,71.4165,ABT
2019-03-26,70.8533,71.4524,ABT
2019-03-25,70.7678,71.4187,ABT
2019-03-22,70.6748,71.6062,ABT
2019-03-21,70.5417,71.9347,ABT
2019-03-20,70.3427,71.7418,ABT
2019-03-19,70.1429,71.5207,ABT
2019-03-18,69.946,71.22,ABT
2019-03-15,69.764,71.1602,ABT
2019-03-14,69.5646,70.7694,ABT
2019-03-13,69.3925,70.5141,ABT
2019-03-12,69.2322,70.2823,ABT
2019-03-11,69.0822,70.0881,ABT
2019-03-08,68.9385,69.9589,ABT
2019-03-07,68.7928,70.1429,ABT
2019-03-06,68.5999,70.3369,ABT
2019-03-05,68.3517,70.3238,ABT
2019-03-04,68.07,70.1494,ABT
2019-03-01,67.773,69.7962,ABT
2019-02-28,67.4839,69.3342,ABT
2019-02-27,67.2196,69.011,ABT
2019-02-26,66.9637,68.698,ABT
2019-02-25,66.7159,68.4254,ABT
2019-02-22,66.4717,68.0288,ABT
2019-02-21,66.2493,67.7204,ABT
2019-02-20,66.0391,67.6081,ABT
2019-02-19,65.815,67.3376,ABT
2019-02-15,65.5975,67.14,ABT
2019-02-14,65.3771,66.801,ABT
2019-02-13,65.1737,66.7355,ABT
2019-02-12,64.9506,66.5244,ABT
2019-02-11,64.7257,66.0375,ABT
2019-02-08,64.5383,65.8473,ABT
2019-02-07,64.3513,65.6571,ABT
2019-02-06,64.1648,65.5817,ABT
2019-02-05,63.9624,65.2546,ABT
2019-02-04,63.7778,64.9333,ABT
2019-02-01,63.6127,64.689,ABT
2019-01-31,63.4589,64.4055,ABT
2019-01-30,63.3237,63.8403,ABT
2019-01-29,63.2499,63.4793,ABT
2019-01-28,63.2171,63.5987,ABT
2019-01-25,63.1626,63.9512,ABT
2019-01-24,63.05,63.7871,ABT
2019-01-23,62.9447,63.6558,ABT
2019-01-22,62.8431,63.7677,ABT
2019-01-18,62.711,63.4398,ABT
2019-01-17,62.6069,63.0237,ABT
2019-01-16,62.5474,62.7407,ABT
2019-01-15,62.5198,62.5747,ABT
2019-01-14,62.5119,62.157,ABT
2019-01-11,62.5626,62.2644,ABT
2019-01-10,62.6052,62.1852,ABT
2019-01-09,62.6652,62.1548,ABT
2019-01-08,62.7382,62.0059,ABT
2019-01-07,62.8428,62.1501,ABT
2019-01-04,62.9417,62.0929,ABT
2019-01-03,63.063,62.3232,ABT
2019-01-02,63.1686,63.1981,ABT
2018-12-31,63.1644,63.3791,ABT
2018-12-28,63.1338,62.7699,ABT
2018-12-27,63.1858,62.3303,ABT
2018-12-26,63.308,61.8824,ABT
2018-12-24,63.5116,61.5887,ABT
2018-12-21,63.7863,62.4172,ABT
2018-12-20,63.9819,63.008,ABT
2018-12-19,64.121,63.4622,ABT
2018-12-18,64.2152,63.8814,ABT
2018-12-17,64.2628,64.1158,ABT
2018-12-14,64.2838,64.5275,ABT
2018-12-13,64.249,64.7729,ABT
2018-12-12,64.1742,64.6734,ABT
2018-12-11,64.1029,64.4356,ABT
2018-12-10,64.0553,64.3259,ABT
2018-12-07,64.0167,64.4561,ABT
2018-12-06,63.9539,64.9211,ABT
2018-12-04,63.8157,65.0634,ABT
2018-12-03,63.6375,65.2651,ABT
2018-11-30,63.405,64.7017,ABT
2018-11-29,63.2197,64.0165,ABT
2018-11-28,63.1059,63.3403,ABT
2018-11-27,63.0724,62.568,ABT
2018-11-26,63.1445,62.4758,ABT
2018-11-23,63.24,62.6234,ABT
2018-11-21,63.3281,63.0305,ABT
2018-11-20,63.3706,63.447,ABT
2018-11-19,63.3597,63.8432,ABT
2018-11-16,63.2907,63.9266,ABT
2018-11-15,63.1998,63.5871,ABT
2018-11-14,63.1445,63.5281,ABT
2018-11-13,63.0897,63.8461,ABT
2018-11-12,62.9816,64.246,ABT
2018-11-09,62.801,64.4577,ABT
2018-11-08,62.5643,64.0699,ABT
2018-11-07,62.3493,63.5016,ABT
2018-11-06,62.1846,62.8823,ABT
2018-11-05,62.085,62.5192,ABT
2018-11-02,62.0229,62.2064,ABT
2018-11-01,61.9967,61.8494,ABT
2018-10-31,62.0178,61.3854,ABT
2018-10-30,62.1081,61.1304,ABT
2018-10-29,62.2478,61.0729,ABT
2018-10-26,62.4156,61.2036,ABT
2018-10-25,62.5887,61.474,ABT
2018-10-24,62.748,61.6301,ABT
2018-10-23,62.9077,62.0577,ABT
2018-10-22,63.0291,62.138,ABT
