time,"FAMA_MAMA_daily_close_[0.25, 0.25]","MAMA_daily_close_[0.25, 0.25]",Company
2024-08-12,134.2546,120.1649,ABNB
2024-08-09,136.2674,122.3466,ABNB
2024-08-08,138.2561,124.7688,ABNB
2024-08-07,140.1828,128.145,ABNB
2024-08-06,141.9025,133.19,ABNB
2024-08-05,143.1472,134.0967,ABNB
2024-08-02,144.4401,137.0256,ABNB
2024-08-01,145.4993,139.9575,ABNB
2024-07-31,146.291,141.58,ABNB
2024-07-30,146.964,142.2533,ABNB
2024-07-29,147.637,143.341,ABNB
2024-07-26,148.2507,144.358,ABNB
2024-07-25,148.8067,145.7774,ABNB
2024-07-24,149.2395,147.6932,ABNB
2024-07-23,149.4604,148.8476,ABNB
2024-07-22,149.548,148.8801,ABNB
2024-07-19,149.6434,148.4468,ABNB
2024-07-18,149.8143,148.599,ABNB
2024-07-17,149.9879,149.172,ABNB
2024-07-16,150.1045,149.5627,ABNB
2024-07-15,150.1819,148.997,ABNB
2024-07-12,150.3512,149.5893,ABNB
2024-07-11,150.46,150.5257,ABNB
2024-07-10,150.4506,152.0343,ABNB
2024-07-09,150.2244,152.0991,ABNB
2024-07-08,149.9566,151.9821,ABNB
2024-07-05,149.6672,151.9895,ABNB
2024-07-03,149.3354,151.8193,ABNB
2024-07-02,148.9806,151.5158,ABNB
2024-07-01,148.6184,150.5743,ABNB
2024-06-28,148.339,150.2225,ABNB
2024-06-27,148.07,149.7533,ABNB
2024-06-26,147.8295,149.1344,ABNB
2024-06-25,147.6431,148.8458,ABNB
2024-06-24,147.4712,148.1578,ABNB
2024-06-21,147.3732,148.0804,ABNB
2024-06-20,147.2721,147.5838,ABNB
2024-06-18,147.2276,147.4851,ABNB
2024-06-17,147.1908,147.5501,ABNB
2024-06-14,147.1395,146.9002,ABNB
2024-06-13,147.1737,147.2103,ABNB
2024-06-12,147.1684,147.5804,ABNB
2024-06-11,147.1096,147.0005,ABNB
2024-06-10,147.1252,146.7506,ABNB
2024-06-07,147.1787,146.3108,ABNB
2024-06-06,147.3027,146.1944,ABNB
2024-06-05,147.461,145.9259,ABNB
2024-06-04,147.6803,145.9746,ABNB
2024-06-03,147.924,145.6061,ABNB
2024-05-31,148.2551,145.3915,ABNB
2024-05-30,148.6642,145.5453,ABNB
2024-05-29,149.1097,145.5537,ABNB
2024-05-28,149.6177,145.2016,ABNB
2024-05-24,150.2486,144.5988,ABNB
2024-05-23,151.0557,144.6418,ABNB
2024-05-22,151.9719,145.8424,ABNB
2024-05-21,152.8476,146.8865,ABNB
2024-05-20,153.6992,147.8154,ABNB
2024-05-17,154.5397,148.2972,ABNB
2024-05-16,155.4315,149.1762,ABNB
2024-05-15,156.3251,149.8383,ABNB
2024-05-14,157.2518,151.1844,ABNB
2024-05-13,158.1186,152.6792,ABNB
2024-05-10,158.8957,153.8622,ABNB
2024-05-09,159.6147,156.3763,ABNB
2024-05-08,160.0774,159.4851,ABNB
2024-05-07,160.162,160.0134,ABNB
2024-05-06,160.1832,160.0812,ABNB
2024-05-03,160.1978,159.4416,ABNB
2024-05-02,160.3058,159.3522,ABNB
2024-05-01,160.442,159.6929,ABNB
2024-04-30,160.549,160.8705,ABNB
2024-04-29,160.5031,161.6374,ABNB
2024-04-26,160.3411,161.4332,ABNB
2024-04-25,160.1851,160.5009,ABNB
2024-04-24,160.14,159.6645,ABNB
2024-04-23,160.2079,158.606,ABNB
2024-04-22,160.4367,157.8247,ABNB
2024-04-19,160.8098,158.2296,ABNB
2024-04-18,161.1785,159.3028,ABNB
2024-04-17,161.4464,159.0371,ABNB
2024-04-16,161.7906,159.2595,ABNB
2024-04-15,162.1522,160.126,ABNB
2024-04-12,162.4416,161.6346,ABNB
2024-04-11,162.5569,162.3895,ABNB
2024-04-10,162.5808,161.3793,ABNB
2024-04-09,162.7525,161.7458,ABNB
2024-04-08,162.8963,161.441,ABNB
2024-04-05,163.1042,161.8314,ABNB
2024-04-04,163.286,161.8518,ABNB
2024-04-03,163.4909,162.8558,ABNB
2024-04-02,163.5816,164.0277,ABNB
2024-04-01,163.5179,165.3336,ABNB
2024-03-28,163.2585,165.9881,ABNB
2024-03-27,162.8686,166.3308,ABNB
2024-03-26,162.374,166.3044,ABNB
2024-03-25,161.8125,165.9425,ABNB
2024-03-22,161.2225,165.2601,ABNB
2024-03-21,160.6457,164.3934,ABNB
2024-03-20,160.1103,163.1312,ABNB
2024-03-19,159.6787,162.605,ABNB
2024-03-18,159.2607,162.8766,ABNB
2024-03-15,158.7442,163.2155,ABNB
2024-03-14,158.1054,164.074,ABNB
2024-03-13,157.2527,163.2853,ABNB
2024-03-12,156.3909,162.7938,ABNB
2024-03-11,155.4762,161.5017,ABNB
2024-03-08,154.6155,161.0056,ABNB
2024-03-07,153.7026,159.7041,ABNB
2024-03-06,152.8452,158.4255,ABNB
2024-03-05,152.0481,156.6107,ABNB
2024-03-04,151.3963,155.7042,ABNB
2024-03-01,150.7808,154.9089,ABNB
2024-02-29,150.1911,153.3053,ABNB
2024-02-28,149.7462,151.917,ABNB
2024-02-27,149.4361,151.4127,ABNB
2024-02-26,149.1537,151.1969,ABNB
2024-02-23,148.8619,151.8392,ABNB
2024-02-22,148.4365,151.5656,ABNB
2024-02-21,147.9895,150.3341,ABNB
2024-02-20,147.6546,150.6989,ABNB
2024-02-16,147.2197,151.5485,ABNB
2024-02-15,146.6013,151.228,ABNB
2024-02-14,145.9403,149.074,ABNB
2024-02-13,145.4926,149.3653,ABNB
2024-02-12,144.9394,148.8804,ABNB
2024-02-09,144.3764,147.2405,ABNB
2024-02-08,143.9673,147.1224,ABNB
2024-02-07,143.5165,145.9832,ABNB
2024-02-06,143.1641,145.4609,ABNB
2024-02-05,142.836,145.7712,ABNB
2024-02-02,142.4167,146.1016,ABNB
2024-02-01,141.8903,145.9521,ABNB
2024-01-31,141.3101,145.7728,ABNB
2024-01-30,140.6726,146.317,ABNB
2024-01-29,139.8662,145.276,ABNB
2024-01-26,139.0934,142.8014,ABNB
2024-01-25,138.5637,140.5285,ABNB
2024-01-24,138.283,140.0013,ABNB
2024-01-23,138.0375,139.6051,ABNB
2024-01-22,137.8135,138.7068,ABNB
2024-01-19,137.6859,137.6057,ABNB
2024-01-18,137.6974,136.831,ABNB
2024-01-17,137.8211,136.7613,ABNB
2024-01-16,137.9726,137.3551,ABNB
2024-01-12,138.0608,138.1335,ABNB
2024-01-11,138.0504,138.4646,ABNB
2024-01-10,137.9912,138.1362,ABNB
2024-01-09,137.9705,137.5949,ABNB
2024-01-08,138.0241,136.9499,ABNB
2024-01-05,138.1776,135.9065,ABNB
2024-01-04,138.5021,135.882,ABNB
2024-01-03,138.8763,136.6026,ABNB
2024-01-02,139.2012,137.6635,ABNB
2023-12-29,139.4208,138.7247,ABNB
2023-12-28,139.5203,139.5862,ABNB
2023-12-27,139.5109,140.4483,ABNB
2023-12-26,139.3769,141.7477,ABNB
2023-12-22,139.0383,142.757,ABNB
2023-12-21,138.507,143.4093,ABNB
2023-12-20,137.8067,143.8491,ABNB
2023-12-19,136.9435,144.7754,ABNB
2023-12-18,135.8247,144.0639,ABNB
2023-12-15,134.6476,142.9185,ABNB
2023-12-14,133.4661,141.6913,ABNB
2023-12-13,132.291,139.8351,ABNB
2023-12-12,131.2133,138.2768,ABNB
2023-12-11,130.2043,137.5191,ABNB
2023-12-08,129.1593,135.7221,ABNB
2023-12-07,128.2217,134.0695,ABNB
2023-12-06,127.3863,132.1459,ABNB
2023-12-05,126.7064,131.0913,ABNB
2023-12-04,126.08,130.2183,ABNB
2023-12-01,125.4888,129.0578,ABNB
2023-11-30,124.9789,127.0704,ABNB
2023-11-29,124.6802,127.3139,ABNB
2023-11-28,124.3039,127.5918,ABNB
2023-11-27,123.8342,127.6024,ABNB
2023-11-24,123.2959,127.1365,ABNB
2023-11-22,122.7473,126.7254,ABNB
2023-11-21,122.179,125.9539,ABNB
2023-11-20,121.6397,125.6651,ABNB
2023-11-17,121.0646,124.3202,ABNB
2023-11-16,120.5995,123.3769,ABNB
2023-11-15,120.2028,122.4092,ABNB
2023-11-14,119.8876,120.4289,ABNB
2023-11-13,119.8102,118.3453,ABNB
2023-11-10,120.0195,118.077,ABNB
2023-11-09,120.297,118.0527,ABNB
2023-11-08,120.6176,118.8969,ABNB
2023-11-07,120.8635,119.3092,ABNB
2023-11-06,121.0855,118.719,ABNB
2023-11-03,121.4236,118.902,ABNB
2023-11-02,121.7838,117.656,ABNB
2023-11-01,122.3735,118.3746,ABNB
2023-10-31,122.9447,118.0095,ABNB
2023-10-30,123.6498,117.916,ABNB
2023-10-27,124.4689,118.238,ABNB
2023-10-26,125.359,119.6207,ABNB
2023-10-25,126.1788,121.0042,ABNB
2023-10-24,126.918,121.839,ABNB
2023-10-23,127.6436,121.7819,ABNB
2023-10-20,128.481,122.2459,ABNB
2023-10-19,129.3717,124.1646,ABNB
2023-10-18,130.1156,125.5628,ABNB
2023-10-17,130.766,126.6937,ABNB
2023-10-16,131.3477,127.0216,ABNB
2023-10-13,131.9657,127.6321,ABNB
2023-10-12,132.5848,128.8161,ABNB
2023-10-11,133.1232,129.7648,ABNB
2023-10-10,133.603,129.6864,ABNB
2023-10-09,134.1625,129.0519,ABNB
2023-10-06,134.8926,129.4792,ABNB
2023-10-05,135.6659,130.5189,ABNB
2023-10-04,136.4012,132.3619,ABNB
2023-10-03,136.9782,134.0125,ABNB
2023-10-02,137.4019,136.1067,ABNB
2023-09-29,137.5869,135.9556,ABNB
2023-09-28,137.82,135.5375,ABNB
2023-09-27,138.1461,135.2266,ABNB
2023-09-26,138.5631,135.6255,ABNB
2023-09-25,138.9828,136.7407,ABNB
2023-09-22,139.3031,137.6076,ABNB
2023-09-21,139.5453,139.4101,ABNB
2023-09-20,139.5646,141.6302,ABNB
2023-09-19,139.2695,142.8369,ABNB
2023-09-18,138.7599,143.1659,ABNB
2023-09-15,138.1304,143.3712,ABNB
2023-09-14,137.3817,143.5782,ABNB
2023-09-13,136.4965,143.3976,ABNB
2023-09-12,135.5107,142.9585,ABNB
2023-09-11,134.4467,141.4447,ABNB
2023-09-08,133.447,139.4829,ABNB
2023-09-07,132.5847,137.3705,ABNB
2023-09-06,131.901,135.404,ABNB
2023-09-05,131.4006,133.282,ABNB
2023-09-01,131.1318,130.2794,ABNB
2023-08-31,131.2536,129.4758,ABNB
2023-08-30,131.5076,128.7844,ABNB
2023-08-29,131.8966,128.1759,ABNB
2023-08-28,132.4281,126.8179,ABNB
2023-08-25,133.2296,127.0388,ABNB
2023-08-24,134.114,127.4551,ABNB
2023-08-23,135.0653,128.3668,ABNB
2023-08-22,136.0222,128.4457,ABNB
2023-08-21,137.1046,128.9009,ABNB
2023-08-18,138.2765,130.5346,ABNB
2023-08-17,139.3825,132.3594,ABNB
2023-08-16,140.3858,133.8159,ABNB
2023-08-15,141.3243,135.4779,ABNB
2023-08-14,142.1596,137.3538,ABNB
2023-08-11,142.8461,138.7251,ABNB
2023-08-10,143.4348,140.4068,ABNB
2023-08-09,143.8674,141.8857,ABNB
2023-08-08,144.1505,143.2243,ABNB
2023-08-07,144.2828,144.4491,ABNB
2023-08-04,144.259,144.8654,ABNB
2023-08-03,144.1724,146.4305,ABNB
2023-08-02,143.8498,148.2807,ABNB
2023-08-01,143.2168,149.521,ABNB
2023-07-31,142.3162,149.7246,ABNB
2023-07-28,141.2579,148.9028,ABNB
2023-07-27,140.1658,147.4271,ABNB
2023-07-26,139.1284,147.0695,ABNB
2023-07-25,137.994,146.0359,ABNB
2023-07-24,136.8452,145.1646,ABNB
2023-07-21,135.6567,144.3461,ABNB
2023-07-20,134.4153,142.8715,ABNB
2023-07-19,133.2073,142.0686,ABNB
2023-07-18,131.9414,140.9132,ABNB
2023-07-17,130.6597,139.0409,ABNB
2023-07-14,129.4624,136.9346,ABNB
2023-07-13,128.3949,134.7994,ABNB
2023-07-12,127.48,133.0359,ABNB
2023-07-11,126.6863,131.7078,ABNB
2023-07-10,125.9689,129.7638,ABNB
2023-07-07,125.4268,129.1151,ABNB
2023-07-06,124.8999,128.7134,ABNB
2023-07-05,124.3551,128.8979,ABNB
2023-07-03,123.7062,127.9672,ABNB
2023-06-30,123.0975,126.5062,ABNB
2023-06-29,122.6105,125.955,ABNB
2023-06-28,122.1327,126.2399,ABNB
2023-06-27,121.546,125.7766,ABNB
2023-06-26,120.9416,125.0721,ABNB
2023-06-23,120.3515,125.7195,ABNB
2023-06-22,119.5847,126.0493,ABNB
2023-06-21,118.6611,125.4124,ABNB
2023-06-20,117.6967,124.7299,ABNB
2023-06-16,116.6919,124.1565,ABNB
2023-06-15,115.6256,122.6487,ABNB
2023-06-14,114.6223,120.9149,ABNB
2023-06-13,113.7233,119.5066,ABNB
2023-06-12,112.8971,117.7087,ABNB
2023-06-09,112.2098,115.415,ABNB
2023-06-08,111.7519,114.6,ABNB
2023-06-07,111.345,114.3,ABNB
2023-06-06,110.9228,113.55,ABNB
2023-06-05,110.5475,112.3,ABNB
2023-06-02,110.2972,111.17,ABNB
2023-06-01,110.1725,108.8733,ABNB
2023-05-31,110.3581,107.7777,ABNB
2023-05-30,110.7267,107.1136,ABNB
2023-05-26,111.2429,107.0882,ABNB
2023-05-25,111.8364,107.1809,ABNB
2023-05-24,112.5015,108.1012,ABNB
2023-05-23,113.1301,108.8983,ABNB
2023-05-22,113.7346,109.7811,ABNB
2023-05-19,114.2994,109.7314,ABNB
2023-05-18,114.952,110.5153,ABNB
2023-05-17,115.5858,110.0637,ABNB
2023-05-16,116.3746,110.6416,ABNB
2023-05-15,117.1936,112.3854,ABNB
2023-05-12,117.8805,114.5873,ABNB
2023-05-11,118.351,117.6913,ABNB
2023-05-10,118.4452,119.8551,ABNB
2023-05-09,118.2438,122.0768,ABNB
2023-05-08,117.6963,120.4124,ABNB
2023-05-05,117.3082,118.6666,ABNB
2023-05-04,117.1142,118.2554,ABNB
2023-05-03,116.9512,118.4639,ABNB
2023-05-02,116.735,118.3319,ABNB
2023-05-01,116.5069,117.5825,ABNB
2023-04-28,116.3533,116.3033,ABNB
2023-04-27,116.3604,115.1811,ABNB
2023-04-26,116.5289,115.1581,ABNB
2023-04-25,116.7247,115.6509,ABNB
2023-04-24,116.8781,116.6995,ABNB
2023-04-21,116.9036,116.8926,ABNB
2023-04-20,116.9052,117.3568,ABNB
2023-04-19,116.8407,117.0091,ABNB
2023-04-18,116.8166,115.9788,ABNB
2023-04-17,116.9363,114.9084,ABNB
2023-04-14,117.226,114.4879,ABNB
2023-04-13,117.6172,114.4339,ABNB
2023-04-12,118.0719,114.5951,ABNB
2023-04-11,118.5686,115.3202,ABNB
2023-04-10,119.0327,115.6769,ABNB
2023-04-06,119.5121,116.7026,ABNB
2023-04-05,119.9134,119.0401,ABNB
2023-04-04,120.0382,120.2734,ABNB
2023-04-03,120.0046,120.8779,ABNB
2023-03-31,119.8798,120.6839,ABNB
2023-03-30,119.765,119.4452,ABNB
2023-03-29,119.8107,118.5002,ABNB
2023-03-28,119.9979,118.4003,ABNB
2023-03-27,120.2261,118.9971,ABNB
2023-03-24,120.4017,119.3594,ABNB
2023-03-23,120.5506,120.1726,ABNB
2023-03-22,120.6046,120.1301,ABNB
2023-03-21,120.6724,119.7835,ABNB
2023-03-20,120.7993,118.4813,ABNB
2023-03-17,121.1305,118.5084,ABNB
2023-03-16,121.5051,118.6279,ABNB
2023-03-15,121.9161,118.1738,ABNB
2023-03-14,122.4507,119.7051,ABNB
2023-03-13,122.843,120.8201,ABNB
2023-03-10,123.132,122.4401,ABNB
2023-03-09,123.2308,123.8202,ABNB
2023-03-08,123.1466,125.1469,ABNB
2023-03-07,122.8608,125.1958,ABNB
2023-03-06,122.5273,124.6145,ABNB
2023-03-03,122.2291,124.0426,ABNB
2023-03-02,121.97,123.4802,ABNB
2023-03-01,121.7543,123.8469,ABNB
2023-02-28,121.4553,124.8525,ABNB
2023-02-27,120.97,125.3767,ABNB
2023-02-24,120.3405,125.9922,ABNB
2023-02-23,119.5331,127.0629,ABNB
2023-02-22,118.4574,127.5773,ABNB
2023-02-21,117.1546,127.6997,ABNB
2023-02-17,115.6482,127.3396,ABNB
2023-02-16,113.978,125.9194,ABNB
2023-02-15,112.272,121.4192,ABNB
2023-02-14,110.9653,116.2223,ABNB
2023-02-13,110.2143,114.6731,ABNB
2023-02-10,109.5773,114.0908,ABNB
2023-02-09,108.9326,115.831,ABNB
2023-02-08,107.9471,116.128,ABNB
2023-02-07,106.7784,116.0507,ABNB
2023-02-06,105.4537,114.8376,ABNB
2023-02-03,104.1132,113.6668,ABNB
2023-02-02,102.7484,111.9891,ABNB
2023-02-01,101.4283,109.8121,ABNB
2023-01-31,100.2306,108.4195,ABNB
2023-01-30,99.0607,107.5227,ABNB
2023-01-27,97.8519,106.8703,ABNB
2023-01-26,96.5635,103.847,ABNB
2023-01-25,95.523,101.9894,ABNB
2023-01-24,94.5992,101.1725,ABNB
2023-01-23,93.6602,100.1867,ABNB
2023-01-20,92.7279,98.5089,ABNB
2023-01-19,91.902,97.5852,ABNB
2023-01-18,91.0901,97.0803,ABNB
2023-01-17,90.2344,95.737,ABNB
2023-01-13,89.4483,93.8927,ABNB
2023-01-12,88.8133,91.7336,ABNB
2023-01-11,88.3962,89.4815,ABNB
2023-01-10,88.2411,87.8286,ABNB
2023-01-09,88.3,87.5915,ABNB
2023-01-06,88.4013,87.042,ABNB
2023-01-05,88.5954,86.5494,ABNB
2023-01-04,88.8877,86.1625,ABNB
2023-01-03,89.2771,85.31,ABNB
2022-12-30,89.8438,85.4466,ABNB
2022-12-29,90.4719,85.4289,ABNB
2022-12-28,91.1924,85.4952,ABNB
2022-12-27,92.0063,86.4969,ABNB
2022-12-23,92.7933,87.4992,ABNB
2022-12-22,93.5496,88.2489,ABNB
2022-12-21,94.3069,89.3752,ABNB
2022-12-20,95.0114,90.1436,ABNB
2022-12-19,95.7068,90.9847,ABNB
2022-12-16,96.3814,92.6697,ABNB
2022-12-15,96.9117,93.7029,ABNB
2022-12-14,97.3701,94.7338,ABNB
2022-12-13,97.7467,95.0018,ABNB
2022-12-12,98.1388,95.5557,ABNB
2022-12-09,98.5078,95.5476,ABNB
2022-12-08,98.9307,95.8302,ABNB
2022-12-07,99.3736,96.1636,ABNB
2022-12-06,99.8322,97.7181,ABNB
2022-12-05,100.1342,99.2508,ABNB
2022-12-02,100.2604,99.4977,ABNB
2022-12-01,100.3694,98.997,ABNB
2022-11-30,100.5655,98.2393,ABNB
2022-11-29,100.8978,96.939,ABNB
2022-11-28,101.4633,97.4587,ABNB
2022-11-25,102.0354,98.1783,ABNB
2022-11-23,102.5864,98.3477,ABNB
2022-11-22,103.1919,98.9203,ABNB
2022-11-21,103.8021,100.1338,ABNB
2022-11-18,104.3262,101.6084,ABNB
2022-11-17,104.7145,102.8878,ABNB
2022-11-16,104.9754,104.0838,ABNB
2022-11-15,105.1028,103.9683,ABNB
2022-11-14,105.2648,102.9545,ABNB
2022-11-11,105.5949,102.2193,ABNB
2022-11-10,106.0771,99.769,ABNB
2022-11-09,106.9783,98.8921,ABNB
2022-11-08,108.1335,99.9261,ABNB
2022-11-07,109.3059,100.2681,ABNB
2022-11-04,110.5971,101.8708,ABNB
2022-11-03,111.8437,103.7978,ABNB
2022-11-02,112.9931,107.7237,ABNB
2022-11-01,113.7458,112.1616,ABNB
2022-10-31,113.9722,113.1987,ABNB
2022-10-28,114.0827,115.295,ABNB
2022-10-27,113.9095,115.3233,ABNB
2022-10-26,113.7075,116.4111,ABNB
2022-10-25,113.3213,116.7781,ABNB
2022-10-24,112.8274,116.2209,ABNB
2022-10-21,112.3426,116.1645,ABNB
2022-10-20,111.7967,114.9026,ABNB
2022-10-19,111.353,114.2035,ABNB
2022-10-18,110.9457,113.3147,ABNB
2022-10-17,110.6073,111.7729,ABNB
2022-10-14,110.4408,110.1973,ABNB
2022-10-13,110.4756,110.543,ABNB
2022-10-12,110.466,109.8407,ABNB
2022-10-11,110.5553,109.0042,ABNB
2022-10-10,110.7769,109.7323,ABNB
2022-10-07,110.9261,109.3131,ABNB
2022-10-06,111.1565,109.5708,ABNB
2022-10-05,111.383,108.901,ABNB
2022-10-04,111.7376,107.948,ABNB
2022-10-03,112.279,106.9941,ABNB
2022-09-30,113.034,107.6587,ABNB
2022-09-29,113.8019,108.5316,ABNB
2022-09-28,114.5547,109.1555,ABNB
2022-09-27,115.3261,108.644,ABNB
2022-09-26,116.2806,109.4021,ABNB
2022-09-23,117.2633,111.4594,ABNB
2022-09-22,118.0924,114.6959,ABNB
2022-09-21,118.5776,118.3545,ABNB
2022-09-20,118.6095,119.8027,ABNB
2022-09-19,118.4391,120.8336,ABNB
2022-09-16,118.097,121.5181,ABNB
2022-09-15,117.6083,122.4408,ABNB
2022-09-14,116.9179,121.5744,ABNB
2022-09-13,116.2527,119.8325,ABNB
2022-09-12,115.7413,119.2633,ABNB
2022-09-09,115.2381,117.4211,ABNB
2022-09-08,114.9263,115.4015,ABNB
2022-09-07,114.8584,114.342,ABNB
2022-09-06,114.9322,113.766,ABNB
2022-09-02,115.0988,113.788,ABNB
2022-09-01,115.286,113.8373,ABNB
2022-08-31,115.493,113.9831,ABNB
2022-08-30,115.7087,114.2708,ABNB
2022-08-29,115.9141,114.8411,ABNB
2022-08-26,116.0673,115.2748,ABNB
2022-08-25,116.1805,116.0931,ABNB
2022-08-24,116.193,115.7808,ABNB
2022-08-23,116.2519,116.2044,ABNB
2022-08-22,116.2587,117.7392,ABNB
2022-08-19,116.0472,119.8556,ABNB
2022-08-18,115.5032,121.5541,ABNB
2022-08-17,114.6387,121.6489,ABNB
2022-08-16,113.6373,121.5751,ABNB
2022-08-15,112.5033,120.7069,ABNB
2022-08-12,111.3314,118.9291,ABNB
2022-08-11,110.246,117.0688,ABNB
2022-08-10,109.2713,115.5918,ABNB
2022-08-09,108.3684,114.5457,ABNB
2022-08-08,107.4859,114.581,ABNB
2022-08-05,106.4723,114.168,ABNB
2022-08-04,105.3729,113.1873,ABNB
2022-08-03,104.2566,111.1764,ABNB
2022-08-02,103.268,109.8952,ABNB
2022-08-01,102.3213,107.7469,ABNB
2022-07-29,101.5462,106.5959,ABNB
2022-07-28,100.8248,105.1345,ABNB
2022-07-27,100.2092,103.8994,ABNB
2022-07-26,99.682,102.7458,ABNB
2022-07-25,99.2443,103.0244,ABNB
2022-07-22,98.7043,102.3826,ABNB
2022-07-21,98.1788,101.8534,ABNB
2022-07-20,97.6539,99.7579,ABNB
2022-07-19,97.3533,97.1005,ABNB
2022-07-18,97.3894,95.4007,ABNB
2022-07-15,97.6735,94.6442,ABNB
2022-07-14,98.1063,94.639,ABNB
2022-07-13,98.6016,95.8353,ABNB
2022-07-12,98.9968,95.9004,ABNB
2022-07-11,99.4391,95.6838,ABNB
2022-07-08,99.9756,95.8784,ABNB
2022-07-07,100.5609,95.3879,ABNB
2022-07-06,101.2999,94.6839,ABNB
2022-07-05,102.2451,95.2851,ABNB
2022-07-01,103.2394,95.0669,ABNB
2022-06-30,104.4069,96.2858,ABNB
2022-06-29,105.567,98.6878,ABNB
2022-06-28,106.5498,100.2737,ABNB
2022-06-27,107.4464,101.1882,ABNB
2022-06-24,108.3404,101.0843,ABNB
2022-06-23,109.377,100.2757,ABNB
2022-06-22,110.6772,101.7943,ABNB
2022-06-21,111.9461,102.5491,ABNB
2022-06-17,113.2886,102.6421,ABNB
2022-06-16,114.8095,103.6928,ABNB
2022-06-15,116.3976,107.1704,ABNB
2022-06-14,117.7158,109.0706,ABNB
2022-06-13,118.9508,112.4708,ABNB
2022-06-10,119.8765,116.9843,ABNB
2022-06-09,120.2897,119.6758,ABNB
2022-06-08,120.3774,120.9944,ABNB
2022-06-07,120.2892,120.0692,ABNB
2022-06-06,120.3206,119.1256,ABNB
2022-06-03,120.4914,118.1608,ABNB
2022-06-02,120.8243,117.6044,ABNB
2022-06-01,121.2843,116.3858,ABNB
2022-05-31,121.9841,116.2744,ABNB
2022-05-27,122.7997,114.7426,ABNB
2022-05-26,123.9507,112.8235,ABNB
2022-05-25,125.5404,112.3313,ABNB
2022-05-24,127.4274,112.975,ABNB
2022-05-23,129.492,115.2201,ABNB
2022-05-20,131.5308,115.8667,ABNB
2022-05-19,133.7686,116.9723,ABNB
2022-05-18,136.168,117.9064,ABNB
2022-05-17,138.7768,121.1986,ABNB
2022-05-16,141.288,122.4314,ABNB
2022-05-13,143.9818,125.0952,ABNB
2022-05-12,146.6799,126.3103,ABNB
2022-05-11,149.5899,129.767,ABNB
2022-05-10,152.4217,134.306,ABNB
2022-05-09,155.0096,140.3647,ABNB
2022-05-06,157.1018,147.363,ABNB
2022-05-05,158.493,151.204,ABNB
2022-05-04,159.5343,153.9086,ABNB
2022-05-03,160.338,153.1515,ABNB
2022-05-02,161.3647,155.8687,ABNB
2022-04-29,162.1498,156.8982,ABNB
2022-04-28,162.9,158.1276,ABNB
2022-04-27,163.5818,157.5901,ABNB
