time,WMA_daily_5_close,Company,WMA_daily_10_close,"FAMA_MAMA_daily_close_(0.1, 0.1)","MAMA_daily_close_(0.1, 0.1)","FAMA_MAMA_daily_close_(0.25, 0.25)","MAMA_daily_close_(0.25, 0.25)"
2003-12-19,12.0059,ABT,11.9518,11.337,11.7798,11.7475,11.9584
2003-12-22,12.0299,ABT,11.9757,11.3604,11.8058,11.7764,11.9788
2003-12-23,12.0607,ABT,12.0049,11.3841,11.8347,11.8053,12.0078
2003-12-24,12.1113,ABT,12.0461,11.4084,11.8698,11.8362,12.0523
2003-12-26,12.1384,ABT,12.0793,11.4331,11.9009,11.8672,12.0843
2003-12-29,12.1876,ABT,12.1221,11.4582,11.9369,11.8999,12.1285
2003-12-30,12.1736,ABT,12.1312,11.483,11.9542,11.9279,12.124
2003-12-31,12.1575,ABT,12.1373,11.5074,11.9706,11.9522,12.1225
2004-01-02,12.1528,ABT,12.1472,11.5315,11.9893,11.9746,12.1312
2004-01-05,12.15,ABT,12.1517,11.5552,12.0061,11.995,12.1376
2004-01-06,12.1193,ABT,12.1393,11.5781,12.0123,12.0106,12.1204
2004-01-07,12.1439,ABT,12.15,11.6007,12.0307,12.0267,12.1393
2004-01-08,12.0432,ABT,12.0926,11.6213,12.0114,12.0314,12.0638
2004-01-09,11.9101,ABT,12.012,11.6391,11.9786,12.0235,11.9688
2004-01-12,11.766,ABT,11.9173,11.654,11.9364,12.0038,11.8657
2004-01-13,11.6824,ABT,11.8451,11.6665,11.9045,11.9788,11.8037
2004-01-14,11.6349,ABT,11.7879,11.6771,11.8776,11.9517,11.7617
2004-01-15,11.664,ABT,11.7608,11.6865,11.8652,11.9277,11.7596
2004-01-16,11.5505,ABT,11.6594,11.6926,11.8096,11.8926,11.647
2004-01-20,11.4646,ABT,11.575,11.696,11.7603,11.8516,11.5644
2004-01-21,11.4313,ABT,11.5257,11.6976,11.7269,11.8114,11.53
2004-01-22,11.3567,ABT,11.4587,11.6967,11.6807,11.7679,11.4636
2004-01-23,11.2973,ABT,11.4033,11.6937,11.6362,11.7227,11.4067
2004-01-26,11.3517,ABT,11.4022,11.69,11.62,11.6853,11.4234
2004-01-27,11.3524,ABT,11.3816,11.6851,11.5925,11.6502,11.404
2004-01-28,11.3869,ABT,11.3843,11.6798,11.5785,11.6209,11.4162
2004-01-29,11.4153,ABT,11.3876,11.674,11.5647,11.596,11.4221
2004-01-30,11.3736,ABT,11.3626,11.6671,11.5347,11.5694,11.3827
2004-02-02,11.3649,ABT,11.3656,11.6596,11.5181,11.5456,11.3793
2004-02-03,11.4303,ABT,11.4041,11.6528,11.5233,11.5308,11.4271
2004-02-04,11.4815,ABT,11.4384,11.6466,11.5283,11.5224,11.4636
2004-02-05,11.5518,ABT,11.4848,11.6413,11.5409,11.521,11.5112
2004-02-06,11.5903,ABT,11.5146,11.6366,11.547,11.5226,11.5339
2004-02-09,11.6055,ABT,11.5373,11.6324,11.5522,11.5261,11.5502
2004-02-10,11.5827,ABT,11.5453,11.6283,11.5501,11.5285,11.5455
2004-02-11,11.606,ABT,11.5737,11.6249,11.5613,11.5342,11.5746
2004-02-12,11.5511,ABT,11.5589,11.6211,11.5497,11.5352,11.5422
2004-02-13,11.5572,ABT,11.5696,11.6178,11.5533,11.5375,11.5532
2004-02-17,11.6245,ABT,11.6073,11.6156,11.5746,11.5461,11.6065
2004-02-18,11.6449,ABT,11.6183,11.614,11.5831,11.5553,11.6197
2004-02-19,11.5478,ABT,11.5683,11.6112,11.558,11.5544,11.5479
2004-02-20,11.4761,ABT,11.5245,11.6074,11.5365,11.5472,11.4967
2004-02-23,11.4409,ABT,11.5025,11.6034,11.5261,11.5388,11.4805
2004-02-24,11.4012,ABT,11.4756,11.5988,11.5122,11.5286,11.4572
2004-02-25,11.3824,ABT,11.4501,11.5938,11.4984,11.5171,11.4365
2004-02-26,11.3433,ABT,11.4061,11.5878,11.4742,11.5014,11.3915
2004-02-27,11.2875,ABT,11.3575,11.5807,11.4459,11.4814,11.3415
2004-03-01,11.2942,ABT,11.3421,11.5735,11.4362,11.4641,11.3432
2004-03-02,11.3247,ABT,11.341,11.5665,11.4329,11.4509,11.3581
2004-03-03,11.382,ABT,11.3617,11.5601,11.4383,11.4433,11.3903
2004-03-04,11.4057,ABT,11.3713,11.5538,11.4353,11.4373,11.3948
2004-03-05,11.415,ABT,11.3772,11.5477,11.4313,11.432,11.3949
2004-03-08,11.3731,ABT,11.3616,11.5411,11.4164,11.4238,11.3669
2004-03-09,11.2703,ABT,11.3132,11.5332,11.3835,11.408,11.2969
2004-03-10,11.1057,ABT,11.225,11.523,11.3289,11.3797,11.1822
2004-03-11,10.9905,ABT,11.1498,11.511,11.2817,11.3449,11.1008
2004-03-12,10.9051,ABT,11.0782,11.4973,11.2371,11.3061,11.0345
2004-03-15,10.7925,ABT,10.9778,11.4813,11.1776,11.2599,10.9365
2004-03-16,10.7975,ABT,10.9312,11.4645,11.1466,11.2173,10.9191
2004-03-17,10.7362,ABT,10.8501,11.446,11.0943,11.1708,10.8453
2004-03-18,10.642,ABT,10.759,11.4254,11.0331,11.1188,10.7547
2004-03-19,10.5833,ABT,10.6905,11.4032,10.9812,11.0657,10.6945
2004-03-22,10.4937,ABT,10.6094,11.379,10.9188,11.0088,10.6102
2004-03-23,10.4606,ABT,10.5656,11.3537,10.8739,10.9546,10.575
2004-03-24,10.3938,ABT,10.5002,11.3268,10.8154,10.8982,10.5036
2004-03-25,10.3894,ABT,10.4667,11.2992,10.7748,10.8459,10.4801
2004-03-26,10.4187,ABT,10.457,11.2716,10.7469,10.8007,10.484
2004-03-29,10.4867,ABT,10.474,11.2447,10.7331,10.765,10.515
2004-03-30,10.5719,ABT,10.51,11.219,10.7308,10.7398,10.5638
2004-03-31,10.6534,ABT,10.5556,11.1946,10.7324,10.7236,10.6096
2004-04-01,10.7696,ABT,10.6346,11.1726,10.7534,10.7197,10.6929
2004-04-02,10.8957,ABT,10.73,11.1532,10.786,10.7284,10.7894
2004-04-05,11.0281,ABT,10.8398,11.137,10.8289,10.7493,10.8958
2004-04-06,11.1463,ABT,10.9483,11.1239,10.8753,10.7801,10.9951
2004-04-07,11.1873,ABT,11.0209,11.113,10.9056,10.8127,11.0409
2004-04-08,11.162,ABT,11.0569,11.1035,10.9216,10.842,11.0471
2004-04-12,11.0309,ABT,11.0277,11.0936,10.9067,10.8591,10.9786
2004-04-13,10.8601,ABT,10.9607,11.0827,10.8753,10.8619,10.8821
2004-04-14,10.8808,ABT,10.9758,11.0732,10.892,10.8695,10.9222
2004-04-15,11.0945,ABT,11.081,11.0675,10.96,10.8963,11.0845
2004-04-16,11.296,ABT,11.1788,11.0654,11.0254,10.9364,11.2168
2004-04-19,11.4671,ABT,11.2678,11.0664,11.086,10.9844,11.3206
2004-04-20,11.4959,ABT,11.3004,11.0689,11.1151,11.0282,11.3346
2004-04-21,11.4627,ABT,11.3247,11.0723,11.1384,11.0669,11.3379
2004-04-22,11.5083,ABT,11.4022,11.0782,11.189,11.1104,11.4147
2004-04-23,11.5183,ABT,11.4543,11.0855,11.2255,11.1528,11.4493
2004-04-26,11.5412,ABT,11.5025,11.0943,11.2608,11.1939,11.4818
2004-04-27,11.6043,ABT,11.556,11.1048,11.3038,11.2364,11.5339
2004-04-28,11.6229,ABT,11.5767,11.1163,11.3353,11.2762,11.5551
2004-04-29,11.6454,ABT,11.5988,11.129,11.3702,11.3151,11.5875
2004-04-30,11.6319,ABT,11.6007,11.1421,11.3917,11.3491,11.5868
2004-05-03,11.996,ABT,11.8103,11.1613,11.5249,11.4143,11.8711
2004-05-04,12.2297,ABT,11.9705,11.1846,11.6286,11.493,12.0437
2004-05-05,12.4244,ABT,12.1196,11.2118,11.7276,11.5798,12.1875
2004-05-06,12.5544,ABT,12.2466,11.2421,11.8173,11.6694,12.2968
2004-05-07,12.5726,ABT,12.3291,11.2741,11.8833,11.7535,12.3419
2004-05-10,12.4602,ABT,12.3559,11.3065,11.9214,11.8246,12.3224
2004-05-11,12.3924,ABT,12.3779,11.3391,11.9598,11.8863,12.3183
2004-05-12,12.3708,ABT,12.4046,11.3723,12.0032,11.9427,12.3371
2004-05-13,12.3421,ABT,12.4052,11.4055,12.0356,11.9917,12.3346
2004-05-14,12.3483,ABT,12.4023,11.4387,12.0692,12.0357,12.344
2004-05-17,12.3545,ABT,12.3813,11.4716,12.0974,12.0745,12.3458
2004-05-18,12.3459,ABT,12.3621,11.5041,12.1201,12.1077,12.3403
2004-05-19,12.3201,ABT,12.3385,11.5356,12.1357,12.1348,12.3242
2004-05-20,12.2449,ABT,12.2899,11.5655,12.1326,12.1516,12.2693
2004-05-21,12.1535,ABT,12.2339,11.5932,12.1204,12.1582,12.2048
2004-05-24,12.0461,ABT,12.1645,11.6184,12.0975,12.1543,12.1264
2004-05-25,12.0765,ABT,12.1603,11.643,12.109,12.1535,12.148
2004-05-26,12.1565,ABT,12.1808,11.6674,12.132,12.1588,12.1958
2004-05-27,12.2834,ABT,12.2302,11.6925,12.1681,12.1727,12.27
2004-05-28,12.3503,ABT,12.2579,11.7174,12.1903,12.1886,12.3
2004-06-01,12.372,ABT,12.2744,11.7417,12.2043,12.2035,12.3075
2004-06-02,12.3834,ABT,12.3017,11.7657,12.2226,12.219,12.3275
2004-06-03,12.3782,ABT,12.3251,11.7893,12.2375,12.2339,12.3386
2004-06-04,12.4299,ABT,12.379,11.8133,12.2687,12.2536,12.3914
2004-06-07,12.5349,ABT,12.456,11.8383,12.314,12.2811,12.4738
2004-06-08,12.657,ABT,12.5414,11.8647,12.3664,12.3166,12.5649
2004-06-09,12.7322,ABT,12.6024,11.892,12.4097,12.3549,12.6234
2004-06-10,12.7929,ABT,12.6599,11.92,12.4525,12.3952,12.6771
2004-06-14,12.8115,ABT,12.7024,11.9484,12.4878,12.4345,12.7091
2004-06-15,12.8542,ABT,12.7615,11.9776,12.5318,12.4756,12.7639
2004-06-16,12.8671,ABT,12.8021,12.007,12.5667,12.5153,12.793
2004-06-17,12.9112,ABT,12.8513,12.0371,12.6083,12.556,12.8404
2004-06-18,12.925,ABT,12.8799,12.0672,12.6403,12.5943,12.8624
2004-06-21,12.8887,ABT,12.8742,12.0967,12.6559,12.6257,12.8458
2004-06-22,12.7989,ABT,12.8346,12.1245,12.6537,12.6466,12.7928
2004-06-23,12.7217,ABT,12.7927,12.1508,12.6496,12.6592,12.7478
2004-06-24,12.6584,ABT,12.7528,12.1755,12.6447,12.6657,12.711
2004-06-25,12.4852,ABT,12.6426,12.1967,12.5997,12.6552,12.582
2004-06-28,12.383,ABT,12.5562,12.2151,12.5658,12.6361,12.5017
2004-06-29,12.3686,ABT,12.5081,12.2319,12.551,12.6166,12.4806
2004-06-30,12.3145,ABT,12.4397,12.2464,12.5214,12.5926,12.4242
2004-07-01,12.2802,ABT,12.3806,12.2588,12.4935,12.5658,12.3789
2004-07-02,12.2567,ABT,12.3278,12.269,12.4645,12.537,12.3351
2004-07-06,12.1525,ABT,12.2444,12.2763,12.4144,12.5001,12.2421
2004-07-07,12.0471,ABT,12.1647,12.2806,12.363,12.4572,12.1566
2004-07-08,12.0463,ABT,12.1366,12.2835,12.3377,12.4182,12.1451
2004-07-09,12.017,ABT,12.0969,12.2845,12.3036,12.3794,12.1079
2004-07-12,12.0543,ABT,12.0955,12.2847,12.2879,12.3467,12.1176
2004-07-13,12.1094,ABT,12.1026,12.2843,12.278,12.3203,12.1354
2004-07-14,12.098,ABT,12.0829,12.2828,12.2536,12.294,12.1102
2004-07-15,12.0777,ABT,12.0702,12.2803,12.2317,12.2687,12.0912
2004-07-16,11.9949,ABT,12.0247,12.2758,12.1917,12.2384,12.0264
2004-07-19,11.9261,ABT,11.9883,12.2699,12.1566,12.2061,11.98
2004-07-20,11.9019,ABT,11.9717,12.263,12.1323,12.1757,11.9633
2004-07-21,11.8345,ABT,11.9224,12.2544,12.092,12.1419,11.9047
2004-07-22,11.839,ABT,11.9044,12.2453,12.0711,12.1115,11.8993
2004-07-23,11.7889,ABT,11.8552,12.2347,12.0329,12.0785,11.8469
2004-07-26,11.7363,ABT,11.805,12.2227,11.9949,12.0435,11.7984
2004-07-27,11.7647,ABT,11.8012,12.2106,11.9813,12.0147,11.8136
2004-07-28,11.7827,ABT,11.7957,12.1983,11.9649,11.9897,11.8143
2004-07-29,11.8049,ABT,11.7997,12.1861,11.9531,11.9688,11.8224
2004-07-30,11.8497,ABT,11.8181,12.1742,11.9485,11.9531,11.8437
2004-08-02,11.8708,ABT,11.8301,12.1625,11.9417,11.9406,11.8528
2004-08-03,11.8678,ABT,11.8365,12.1511,11.9328,11.9296,11.8528
2004-08-04,11.8612,ABT,11.8418,12.1397,11.9236,11.9196,11.8498
2004-08-05,11.8105,ABT,11.8219,12.1278,11.9026,11.9067,11.8158
2004-08-06,11.7667,ABT,11.804,12.1156,11.8831,11.8919,11.7887
2004-08-09,11.703,ABT,11.7677,12.1026,11.8556,11.8734,11.7435
2004-08-10,11.727,ABT,11.7701,12.09,11.8517,11.8594,11.7618
2004-08-11,11.8271,ABT,11.8134,12.0791,11.8702,11.8558,11.8307
2004-08-12,11.8989,ABT,11.8445,12.0692,11.8824,11.8577,11.871
2004-08-13,11.9481,ABT,11.8708,12.0604,11.8922,11.8628,11.8983
2004-08-16,12.0205,ABT,11.9183,12.053,11.9134,11.8737,11.9497
2004-08-17,12.0599,ABT,11.9617,12.047,11.9324,11.888,11.9883
2004-08-18,12.1396,ABT,12.033,12.043,11.9675,11.9097,12.0619
2004-08-19,12.215,ABT,12.1028,12.041,12.0026,11.9368,12.1261
2004-08-20,12.2989,ABT,12.1782,12.0411,12.0433,11.9693,12.197
2004-08-23,12.3411,ABT,12.2337,12.0429,12.076,12.0032,12.2403
2004-08-24,12.3776,ABT,12.2819,12.0462,12.1091,12.038,12.2819
2004-08-25,12.4393,ABT,12.3441,12.0515,12.1524,12.0767,12.3471
2004-08-26,12.4605,ABT,12.3845,12.0581,12.1845,12.1144,12.3787
2004-08-27,12.5007,ABT,12.4321,12.0663,12.2222,12.1531,12.4242
2004-08-30,12.5015,ABT,12.4531,12.0754,12.2473,12.1886,12.4365
2004-08-31,12.5428,ABT,12.4934,12.0858,12.2841,12.2251,12.4812
2004-09-01,12.6076,ABT,12.5446,12.0979,12.3284,12.2648,12.5428
2004-09-02,12.7135,ABT,12.617,12.1123,12.3844,12.3104,12.629
2004-09-03,12.7998,ABT,12.6834,12.1285,12.4371,12.359,12.6998
2004-09-07,12.8033,ABT,12.7082,12.1454,12.4668,12.4027,12.7082
2004-09-08,12.7984,ABT,12.7314,12.163,12.4962,12.4425,12.7213
2004-09-09,12.7667,ABT,12.7387,12.1807,12.5175,12.477,12.7183
2004-09-10,12.7676,ABT,12.7601,12.199,12.546,12.5098,12.7395
2004-09-13,12.8386,ABT,12.8108,12.2186,12.5911,12.5466,12.8038
2004-09-14,12.9029,ABT,12.8529,12.2392,12.6314,12.5846,12.8513
2004-09-15,12.9065,ABT,12.8619,12.26,12.6546,12.6184,12.8543
2004-09-16,12.9215,ABT,12.8763,12.281,12.6809,12.6498,12.8703
2004-09-17,12.9457,ABT,12.8999,12.3025,12.7116,12.6811,12.8996
2004-09-20,12.9243,ABT,12.9036,12.3239,12.7292,12.708,12.8967
2004-09-21,12.9556,ABT,12.9324,12.3456,12.7587,12.7356,12.9285
2004-09-22,12.8809,ABT,12.8993,12.366,12.754,12.7529,12.8744
2004-09-23,12.8527,ABT,12.8869,12.3858,12.7608,12.7665,12.8611
2004-09-24,12.8279,ABT,12.8707,12.4048,12.7659,12.7768,12.8489
2004-09-27,12.8238,ABT,12.8594,12.4232,12.7732,12.7855,12.8465
2004-09-28,12.8311,ABT,12.8553,12.4412,12.7823,12.7936,12.8508
2004-09-29,12.8289,ABT,12.8426,12.4583,12.7844,12.7993,12.8388
2004-09-30,12.8257,ABT,12.8338,12.4748,12.7877,12.8036,12.8337
2004-10-01,12.8055,ABT,12.8174,12.4903,12.7856,12.8053,12.8169
2004-10-04,12.7893,ABT,12.8055,12.505,12.7841,12.8052,12.8052
2004-10-05,12.7859,ABT,12.8003,12.519,12.785,12.8049,12.8024
2004-10-06,12.7791,ABT,12.7947,12.5322,12.7835,12.8035,12.7942
2004-10-07,12.6867,ABT,12.7403,12.5434,12.7558,12.7934,12.7223
2004-10-08,12.5646,ABT,12.6641,12.552,12.7158,12.773,12.6305
2004-10-11,12.5043,ABT,12.6149,12.5589,12.69,12.7498,12.5874
2004-10-12,12.499,ABT,12.5914,12.5648,12.6771,12.7287,12.5808
2004-10-13,12.4992,ABT,12.5679,12.5697,12.6625,12.7086,12.5683
2004-10-14,12.5012,ABT,12.5415,12.5735,12.645,12.6886,12.5482
2004-10-15,12.5399,ABT,12.5405,12.5768,12.64,12.6725,12.5598
2004-10-18,12.5616,ABT,12.5421,12.5797,12.6351,12.6594,12.5678
2004-10-19,12.5774,ABT,12.5487,12.5823,12.6317,12.649,12.576
2004-10-20,12.5926,ABT,12.5598,12.5847,12.6292,12.6408,12.5837
2004-10-21,12.5723,ABT,12.5573,12.5863,12.6178,12.6316,12.5667
2004-10-22,12.5258,ABT,12.5413,12.587,12.6003,12.6196,12.5356
2004-10-25,12.4672,ABT,12.5116,12.5866,12.5778,12.6041,12.4956
2004-10-26,12.4574,ABT,12.5021,12.5856,12.5679,12.59,12.4914
2004-10-27,12.603,ABT,12.5745,12.5865,12.6032,12.5911,12.5987
2004-10-28,12.7561,ABT,12.6553,12.5894,12.6434,12.6047,12.7004
2004-10-29,12.8683,ABT,12.7222,12.5938,12.6772,12.6255,12.7707
2004-11-01,12.9558,ABT,12.7882,12.5996,12.711,12.6513,12.8317
2004-11-02,12.957,ABT,12.8227,12.6061,12.7283,12.6755,12.8448
2004-11-03,13.0632,ABT,12.924,12.6149,12.7834,12.7102,12.9535
2004-11-04,13.2307,ABT,13.0596,12.6271,12.8587,12.7588,13.0991
2004-11-05,13.3628,ABT,13.1767,12.6421,12.9264,12.815,13.2082
2004-11-08,13.5098,ABT,13.3021,12.6601,13.0028,12.8792,13.3289
2004-11-09,13.6158,ABT,13.4058,12.6807,13.0728,12.9471,13.4224
2004-11-10,13.6722,ABT,13.49,12.7036,13.1374,13.0158,13.4964
2004-11-11,13.7248,ABT,13.5735,12.7286,13.2031,13.0852,13.5709
2004-11-12,13.6465,ABT,13.5807,12.7535,13.2281,13.1422,13.5415
2004-11-15,13.605,ABT,13.5965,12.7789,13.2601,13.1923,13.5431
2004-11-16,13.5427,ABT,13.586,12.8039,13.2797,13.2335,13.5214
2004-11-17,13.442,ABT,13.5352,12.8278,13.281,13.2623,13.4641
2004-11-18,13.3413,ABT,13.4686,12.85,13.2735,13.2795,13.3997
2004-11-19,13.2169,ABT,13.3737,12.8699,13.248,13.2826,13.3043
2004-11-22,13.1337,ABT,13.2949,12.8879,13.2286,13.2775,13.2418
2004-11-23,13.0204,ABT,13.1933,12.9031,13.1923,13.2613,13.1478
2004-11-24,12.9607,ABT,13.1147,12.9161,13.1639,13.2396,13.0879
2004-11-26,12.9469,ABT,13.0618,12.9276,13.1445,13.2169,13.0582
2004-11-29,12.9327,ABT,13.0152,12.9373,13.1221,13.1928,13.0238
2004-11-30,12.8773,ABT,12.9522,12.9448,13.0876,13.164,12.9622
2004-12-01,12.9712,ABT,12.9746,12.9523,13.0959,13.1452,13.0142
2004-12-02,13.0876,ABT,13.0255,12.9605,13.1161,13.1377,13.0852
2004-12-03,13.1535,ABT,13.0629,12.9689,13.127,13.1355,13.1201
2004-12-06,13.2187,ABT,13.109,12.9775,13.1416,13.1384,13.1585
2004-12-07,13.2563,ABT,13.1481,12.9863,13.1536,13.1441,13.1843
2004-12-08,13.293,ABT,13.2006,12.9957,13.1739,13.1545,13.2272
2004-12-09,13.3285,ABT,13.2504,13.0057,13.1954,13.1687,13.2678
2004-12-10,13.3346,ABT,13.2786,13.0158,13.2078,13.1827,13.2807
2004-12-13,13.3497,ABT,13.3088,13.0262,13.2235,13.1976,13.3018
2004-12-14,13.4195,ABT,13.3641,13.0377,13.256,13.2183,13.3633
2004-12-15,13.456,ABT,13.3976,13.0498,13.2809,13.2408,13.3987
2004-12-16,13.6694,ABT,13.527,13.0653,13.3593,13.2814,13.5654
2004-12-17,13.9189,ABT,13.6866,13.0847,13.4543,13.3402,13.7513
2004-12-20,14.0446,ABT,13.7951,13.1066,13.5224,13.4036,13.8474
2004-12-21,14.0864,ABT,13.8701,13.13,13.574,13.465,13.895
2004-12-22,14.1361,ABT,13.9531,13.1551,13.6326,13.527,13.9613
2004-12-23,14.1341,ABT,14.0171,13.1815,13.6829,13.5867,14.0048
2004-12-27,14.0858,ABT,14.0449,13.2082,13.7157,13.6392,14.0063
2004-12-28,14.0929,ABT,14.0794,13.2356,13.7558,13.6885,14.034
2004-12-29,14.1499,ABT,14.1269,13.2641,13.8066,13.7389,14.0914
2004-12-30,14.2001,ABT,14.1657,13.2937,13.8547,13.7891,14.1405
2004-12-31,14.2143,ABT,14.1754,13.3235,13.8898,13.835,14.1567
2005-01-03,14.2258,ABT,14.1837,13.3534,13.922,13.877,14.1705
2005-01-04,14.1763,ABT,14.1677,13.3826,13.9366,13.9105,14.145
2005-01-05,14.0762,ABT,14.1235,13.4101,13.9337,13.9323,14.0855
2005-01-06,14.1044,ABT,14.1388,13.4377,13.9624,13.9557,14.1193
2005-01-07,14.2183,ABT,14.1973,13.4665,14.0126,13.987,14.2056
2005-01-10,14.3617,ABT,14.2752,13.4967,14.0718,14.0267,14.3053
2005-01-11,14.3895,ABT,14.2937,13.5268,14.0982,14.0625,14.3131
2005-01-12,14.4106,ABT,14.3142,13.5567,14.1254,14.0956,14.3273
2005-01-13,14.309,ABT,14.2827,13.585,14.1223,14.1173,14.2691
2005-01-14,14.2382,ABT,14.267,13.6121,14.1263,14.1329,14.2423
2005-01-18,14.1663,ABT,14.2403,13.6376,14.1234,14.1421,14.2061
2005-01-19,14.1291,ABT,14.2163,13.6618,14.1211,14.1468,14.1797
2005-01-20,14.077,ABT,14.1751,13.6842,14.1098,14.1455,14.1369
2005-01-21,14.0726,ABT,14.1447,13.7053,14.1068,14.1427,14.1225
2005-01-24,14.064,ABT,14.1142,13.7252,14.1025,14.1383,14.1078
2005-01-25,14.0599,ABT,14.0898,13.7438,14.098,14.1329,14.0953
2005-01-26,14.0564,ABT,14.0743,13.7613,14.0933,14.1268,14.0843
2005-01-27,14.0123,ABT,14.04,13.7771,14.076,14.1164,14.0432
2005-01-28,13.9548,ABT,14.0033,13.7909,14.0546,14.1016,13.9978
2005-01-31,13.8862,ABT,13.9569,13.8028,14.0276,14.082,13.9447
2005-02-01,13.8903,ABT,13.9469,13.8136,14.0196,14.0649,13.9453
2005-02-02,13.9109,ABT,13.9446,13.8237,14.0151,14.0509,13.9528
2005-02-03,13.9386,ABT,13.9457,13.8331,14.0117,14.0395,13.9598
2005-02-04,13.948,ABT,13.9396,13.8416,14.0044,14.0289,13.9544
2005-02-07,13.9595,ABT,13.9398,13.8496,13.9999,14.0197,13.9557
2005-02-08,13.9276,ABT,13.9248,13.8564,13.9864,14.0089,13.933
2005-02-09,13.889,ABT,13.9065,13.8621,13.9706,13.9961,13.9067
2005-02-10,13.8419,ABT,13.8823,13.8665,13.9508,13.9808,13.8733
2005-02-11,13.9331,ABT,13.9287,13.8717,13.9704,13.9759,13.9416
2005-02-14,14.0401,ABT,13.986,13.878,13.9968,13.9807,14.015
2005-02-15,14.1675,ABT,14.0563,13.8857,14.0323,13.9955,14.0991
2005-02-16,14.2583,ABT,14.1171,13.8946,14.063,14.016,14.1592
2005-02-17,14.2875,ABT,14.1561,13.904,14.0824,14.037,14.1836
2005-02-18,14.2681,ABT,14.1813,13.9135,14.0949,14.056,14.1896
2005-02-22,14.1467,ABT,14.1481,13.9217,14.0768,14.0641,14.1206
2005-02-23,14.0772,ABT,14.1325,13.9291,14.0697,14.0676,14.0919
2005-02-24,14.0942,ABT,14.1488,13.9367,14.0823,14.0739,14.1178
2005-02-25,14.1115,ABT,14.1534,13.9444,14.0908,14.0809,14.1303
2005-02-28,14.1062,ABT,14.1353,13.9517,14.09,14.0856,14.1183
2005-03-01,14.1062,ABT,14.1166,13.9585,14.0883,14.0882,14.1069
2005-03-02,14.1058,ABT,14.1065,13.9651,14.0898,14.0905,14.1061
2005-03-03,14.0938,ABT,14.0981,13.9713,14.0896,14.0919,14.1016
2005-03-04,14.1297,ABT,14.1165,13.9779,14.1017,14.0965,14.1289
2005-03-07,14.1873,ABT,14.1491,13.985,14.12,14.1054,14.1677
2005-03-08,14.2161,ABT,14.172,13.9923,14.1318,14.1154,14.1854
2005-03-09,14.1726,ABT,14.1556,13.9989,14.1241,14.1201,14.1527
2005-03-10,14.1722,ABT,14.16,14.0054,14.1291,14.1248,14.158
2005-03-11,14.1364,ABT,14.1486,14.0114,14.1247,14.1267,14.1398
2005-03-14,14.1213,ABT,14.1454,14.017,14.1244,14.1278,14.1354
2005-03-15,14.0701,ABT,14.1159,14.0217,14.1101,14.1239,14.0968
2005-03-16,14.0115,ABT,14.0747,14.0251,14.0898,14.1146,14.0495
2005-03-17,13.8719,ABT,13.9876,14.026,14.0444,14.0935,13.9459
2005-03-18,13.7621,ABT,13.9053,14.0248,14.0016,14.0648,13.8636
2005-03-21,13.6222,ABT,13.8004,14.0208,13.9447,14.0262,13.756
2005-03-22,13.5171,ABT,13.7049,14.0143,13.8902,13.9812,13.6668
2005-03-23,13.5365,ABT,13.6713,14.0069,13.8668,13.9416,13.6642
2005-03-24,13.6073,ABT,13.664,13.9994,13.8562,13.91,13.6883
2005-03-28,13.6943,ABT,13.6775,13.9921,13.854,13.8868,13.7248
2005-03-29,13.8249,ABT,13.7273,13.986,13.8695,13.8754,13.7957
2005-03-30,14.0193,ABT,13.8349,13.9824,13.914,13.8817,13.9255
2005-03-31,14.1393,ABT,13.9292,13.9808,13.9501,13.8981,14.0129
2005-04-01,14.1742,ABT,13.9928,13.9802,13.9694,13.9165,14.0455
2005-04-04,14.1826,ABT,14.0466,13.9805,13.9865,13.9356,14.0692
2005-04-05,14.2746,ABT,14.1477,13.9832,14.0331,13.9643,14.1651
2005-04-06,14.379,ABT,14.2531,13.9884,14.0876,14.0023,14.2684
2005-04-07,14.5412,ABT,14.3783,13.9969,14.1594,14.0523,14.4025
2005-04-08,14.6182,ABT,14.4553,14.0075,14.2089,14.104,14.4655
2005-04-11,14.6498,ABT,14.5099,14.0197,14.2501,14.154,14.5044
2005-04-12,14.6647,ABT,14.5585,14.0333,14.2918,14.2029,14.5451
2005-04-13,14.7077,ABT,14.6183,14.0487,14.342,14.2535,14.6073
2005-04-14,14.762,ABT,14.6834,14.066,14.3949,14.3059,14.6732
2005-04-15,14.974,ABT,14.8261,14.0873,14.4912,14.3732,14.8443
2005-04-18,15.0478,ABT,14.8969,14.1104,14.5504,14.4396,14.9041
2005-04-19,15.0076,ABT,14.9052,14.1338,14.5788,14.4955,14.8866
2005-04-20,14.8669,ABT,14.8579,14.156,14.5775,14.5344,14.8065
2005-04-21,14.8216,ABT,14.8544,14.1783,14.6004,14.5684,14.8065
2005-04-22,14.7282,ABT,14.8224,14.1996,14.6053,14.5932,14.7672
2005-04-25,14.7025,ABT,14.8016,14.2204,14.6159,14.6132,14.7531
2005-04-26,14.7191,ABT,14.7887,14.2409,14.6306,14.631,14.7557
2005-04-27,14.7949,ABT,14.8038,14.2619,14.6602,14.6519,14.7984
2005-04-28,14.8076,ABT,14.7952,14.2826,14.6751,14.6706,14.8011
2005-04-29,14.93,ABT,14.8476,14.3045,14.7215,14.6975,14.8856
2005-05-02,15.0423,ABT,14.9163,14.3278,14.77,14.731,14.9659
